OrderID,OrderDate,ShipDate,CustomerName,Segment,Region,State,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
ORD-10042,10-07-2024,13-07-2024,Customer_366,Corporate,South,Hyderabad,Technology,Accessories,Accessories Model 16,48717.4,4,0.1,2921.49
ORD-10043,11-07-2023,14-07-2023,Customer_33,Corporate,East,Bhubaneswar,Furniture,Chairs,Chairs Model 27,15507.65,7,0.05,2738.73
ORD-10044,09-11-2023,14-11-2023,Customer_11,Home Office,West,Pune,Furniture,Chairs,Chairs Model 25,83372.67,7,0.2,7213.03
ORD-10045,03-09-2024,04-09-2024,Customer_250,Consumer,East,Patna,Technology,Laptops,Laptops Model 18,54052.95,9,0.2,4024.4
ORD-10046,11-06-2024,15-06-2024,Customer_66,Home Office,North,Lucknow,Technology,Accessories,Accessories Model 35,68074.62,7,0.05,14304.28
ORD-10047,25-02-2022,01-03-2022,Customer_195,Corporate,North,Delhi,Office Supplies,Storage,Storage Model 14,14002.1,8,0.05,176.02
ORD-10048,20-07-2024,23-07-2024,Customer_277,Consumer,East,Patna,Technology,Laptops,Laptops Model 23,25601.02,2,0.15,-2436.04
ORD-10049,05-04-2023,06-04-2023,Customer_243,Home Office,North,Delhi,Furniture,Chairs,Chairs Model 8,84003.27,10,0.05,5009.64
ORD-10050,23-03-2023,27-03-2023,Customer_56,Home Office,East,Patna,Furniture,Bookcases,Bookcases Model 2,60921.13,2,0.05,14692.97
ORD-10051,01-10-2023,06-10-2023,Customer_155,Home Office,West,Pune,Office Supplies,Binders,Binders Model 39,8061.65,4,0,1808.21
ORD-10052,05-09-2022,10-09-2022,Customer_7,Corporate,North,Lucknow,Office Supplies,Storage,Storage Model 32,66321.37,2,0.2,788.28
ORD-10053,05-08-2022,09-08-2022,Customer_139,Home Office,East,Bhubaneswar,Technology,Accessories,Accessories Model 35,15722.62,3,0.2,1436.55
ORD-10054,17-09-2024,21-09-2024,Customer_231,Consumer,West,Ahmedabad,Office Supplies,Storage,Storage Model 49,32569.31,4,0,3899.59
ORD-10055,09-08-2024,14-08-2024,Customer_133,Corporate,West,Pune,Furniture,Tables,Tables Model 18,85169.81,3,0.15,-4000.43
ORD-10056,20-07-2023,25-07-2023,Customer_124,Home Office,North,Chandigarh,Furniture,Chairs,Chairs Model 31,24514.93,7,0.15,951.03
ORD-10057,02-10-2024,06-10-2024,Customer_189,Corporate,North,Delhi,Technology,Phones,Phones Model 36,40737.91,4,0.1,4725.19
ORD-10058,23-12-2024,26-12-2024,Customer_119,Consumer,West,Ahmedabad,Office Supplies,Storage,Storage Model 47,35505.15,8,0.1,946.42
ORD-10059,30-01-2023,02-02-2023,Customer_302,Home Office,North,Chandigarh,Office Supplies,Paper,Paper Model 39,18922.41,4,0.15,-584.23
ORD-10060,03-08-2023,04-08-2023,Customer_24,Consumer,South,Chennai,Furniture,Tables,Tables Model 36,18354.43,1,0.2,-2172.32
ORD-10061,22-08-2023,24-08-2023,Customer_27,Corporate,West,Mumbai,Furniture,Bookcases,Bookcases Model 31,28791.76,8,0.15,-426.8
ORD-10062,22-08-2022,23-08-2022,Customer_289,Corporate,West,Pune,Furniture,Bookcases,Bookcases Model 6,63129.85,1,0.05,2354.71
ORD-10063,24-05-2023,25-05-2023,Customer_227,Corporate,West,Ahmedabad,Office Supplies,Paper,Paper Model 38,22955.87,9,0.15,289.9
ORD-10064,28-05-2024,31-05-2024,Customer_42,Consumer,North,Chandigarh,Office Supplies,Binders,Binders Model 16,94785.22,4,0.05,6271.14
ORD-10065,22-12-2022,27-12-2022,Customer_119,Corporate,North,Delhi,Furniture,Tables,Tables Model 46,45325.12,10,0.15,-1232.17
ORD-10066,03-08-2023,07-08-2023,Customer_279,Consumer,North,Chandigarh,Furniture,Tables,Tables Model 42,78888.89,10,0.05,8384.69
ORD-10067,02-11-2022,05-11-2022,Customer_225,Consumer,South,Bangalore,Furniture,Chairs,Chairs Model 30,79366.54,10,0.2,6372.98
ORD-10068,15-09-2023,19-09-2023,Customer_377,Corporate,East,Bhubaneswar,Office Supplies,Storage,Storage Model 39,44057.01,10,0,11999.18
ORD-10069,28-05-2023,29-05-2023,Customer_391,Consumer,North,Delhi,Office Supplies,Paper,Paper Model 31,58918.73,1,0.1,5542
ORD-10070,28-11-2024,02-12-2024,Customer_210,Corporate,East,Kolkata,Office Supplies,Storage,Storage Model 21,63661.08,8,0,10663.4
ORD-10071,03-08-2022,05-08-2022,Customer_46,Corporate,East,Patna,Office Supplies,Storage,Storage Model 17,29177.67,7,0.2,-4108.97
ORD-10072,25-10-2023,26-10-2023,Customer_266,Corporate,West,Ahmedabad,Furniture,Bookcases,Bookcases Model 40,87002.06,8,0.15,-7521.24
ORD-10073,17-10-2024,21-10-2024,Customer_249,Consumer,North,Delhi,Technology,Accessories,Accessories Model 2,13535.82,5,0.15,1627.16
ORD-10074,06-05-2023,08-05-2023,Customer_61,Home Office,East,Bhubaneswar,Furniture,Bookcases,Bookcases Model 10,41095.07,4,0,6795.56
ORD-10075,17-10-2024,20-10-2024,Customer_307,Home Office,East,Patna,Technology,Laptops,Laptops Model 48,24751.23,9,0.05,2373.56
ORD-10076,07-10-2022,08-10-2022,Customer_301,Home Office,East,Patna,Technology,Accessories,Accessories Model 43,27083.68,1,0.1,3561.85
ORD-10077,29-09-2024,01-10-2024,Customer_165,Consumer,West,Ahmedabad,Technology,Laptops,Laptops Model 45,33577.78,9,0.15,464.59
ORD-10078,05-05-2023,10-05-2023,Customer_340,Home Office,West,Mumbai,Technology,Phones,Phones Model 10,32158.54,8,0.15,-111.92
ORD-10079,11-10-2024,12-10-2024,Customer_234,Consumer,South,Hyderabad,Office Supplies,Storage,Storage Model 47,87035.18,8,0,15795.82
ORD-10080,23-10-2022,27-10-2022,Customer_346,Home Office,South,Bangalore,Technology,Laptops,Laptops Model 25,34186.84,7,0,8989.13
ORD-10081,11-10-2023,15-10-2023,Customer_223,Consumer,North,Chandigarh,Furniture,Chairs,Chairs Model 49,63300.52,5,0.05,11817.67
ORD-10082,25-07-2022,29-07-2022,Customer_221,Consumer,South,Hyderabad,Technology,Phones,Phones Model 16,5076.1,1,0.1,201.09
ORD-10083,23-12-2024,27-12-2024,Customer_255,Home Office,South,Bangalore,Furniture,Chairs,Chairs Model 10,61144.43,7,0.2,1270.8
ORD-10084,21-04-2023,25-04-2023,Customer_81,Consumer,East,Patna,Technology,Accessories,Accessories Model 29,1435.04,8,0.1,171.35
ORD-10085,09-12-2023,14-12-2023,Customer_248,Consumer,East,Bhubaneswar,Technology,Accessories,Accessories Model 16,25384.77,5,0.05,6342.22
ORD-10086,21-02-2024,26-02-2024,Customer_352,Home Office,East,Bhubaneswar,Technology,Accessories,Accessories Model 4,29875.46,7,0.1,-1433.29
ORD-10087,14-10-2024,17-10-2024,Customer_370,Home Office,South,Hyderabad,Technology,Phones,Phones Model 44,63843.48,10,0.1,7625.54
ORD-10088,08-10-2022,09-10-2022,Customer_168,Home Office,North,Lucknow,Technology,Phones,Phones Model 27,58167.59,3,0,16136.09
ORD-10089,26-12-2022,28-12-2022,Customer_247,Corporate,South,Hyderabad,Technology,Accessories,Accessories Model 48,50428.58,5,0.05,3239.66
ORD-10090,25-11-2023,26-11-2023,Customer_203,Consumer,West,Mumbai,Furniture,Chairs,Chairs Model 17,86083.99,7,0.2,-5040.75
ORD-10091,11-09-2022,15-09-2022,Customer_120,Corporate,East,Bhubaneswar,Office Supplies,Paper,Paper Model 2,26585.06,7,0.1,-609.16
ORD-10092,03-11-2023,08-11-2023,Customer_24,Consumer,South,Hyderabad,Furniture,Bookcases,Bookcases Model 20,82473.61,5,0.15,-5841.69
ORD-10093,05-10-2024,06-10-2024,Customer_381,Home Office,North,Delhi,Office Supplies,Binders,Binders Model 10,39170.26,6,0.2,-1771.21
ORD-10094,29-04-2024,30-04-2024,Customer_121,Corporate,West,Ahmedabad,Technology,Laptops,Laptops Model 7,3755.27,6,0.05,416.26
ORD-10095,23-01-2024,28-01-2024,Customer_109,Home Office,East,Kolkata,Technology,Laptops,Laptops Model 41,19385.95,2,0.15,-1494.3
ORD-10096,13-02-2022,14-02-2022,Customer_120,Corporate,East,Kolkata,Furniture,Bookcases,Bookcases Model 50,20917.95,9,0.05,3066.48
ORD-10097,30-10-2022,04-11-2022,Customer_14,Consumer,North,Lucknow,Furniture,Chairs,Chairs Model 1,54251.44,3,0,11678.4
ORD-10098,04-01-2024,06-01-2024,Customer_33,Corporate,East,Kolkata,Furniture,Tables,Tables Model 29,5713.7,7,0.2,-694.72
ORD-10099,12-01-2024,17-01-2024,Customer_330,Consumer,North,Lucknow,Office Supplies,Binders,Binders Model 4,94568.86,1,0.2,-7054.12
ORD-10100,07-09-2024,11-09-2024,Customer_165,Home Office,West,Ahmedabad,Furniture,Tables,Tables Model 10,71383.93,8,0,19617.5
ORD-10101,15-05-2022,17-05-2022,Customer_272,Corporate,East,Bhubaneswar,Office Supplies,Paper,Paper Model 30,55061.47,6,0.15,8185.27
ORD-10102,01-11-2024,06-11-2024,Customer_117,Corporate,West,Mumbai,Office Supplies,Binders,Binders Model 22,85352.88,9,0.05,9176.93
ORD-10103,17-07-2024,21-07-2024,Customer_352,Corporate,West,Ahmedabad,Furniture,Tables,Tables Model 5,42963.02,5,0.1,8094.15
ORD-10104,06-07-2022,07-07-2022,Customer_288,Home Office,North,Lucknow,Furniture,Bookcases,Bookcases Model 22,74010.2,3,0.2,-9991.73
ORD-10105,08-09-2022,12-09-2022,Customer_54,Home Office,East,Bhubaneswar,Technology,Accessories,Accessories Model 33,5618.88,5,0.2,-403.93
ORD-10106,12-03-2023,14-03-2023,Customer_294,Consumer,West,Mumbai,Furniture,Tables,Tables Model 28,84614.66,6,0,20362.64
ORD-10107,23-02-2022,28-02-2022,Customer_93,Consumer,East,Kolkata,Furniture,Tables,Tables Model 37,70418.53,5,0.1,2658.71
ORD-10108,31-03-2024,01-04-2024,Customer_233,Corporate,South,Hyderabad,Office Supplies,Binders,Binders Model 11,9629.89,9,0.05,905.68
ORD-10109,28-01-2024,31-01-2024,Customer_26,Home Office,East,Bhubaneswar,Office Supplies,Binders,Binders Model 6,88392.55,3,0.05,16671.63
ORD-10110,12-07-2023,16-07-2023,Customer_221,Consumer,West,Pune,Office Supplies,Storage,Storage Model 19,41711.28,4,0.2,-5069.82
ORD-10111,23-09-2024,28-09-2024,Customer_109,Consumer,East,Kolkata,Furniture,Tables,Tables Model 49,98452.34,1,0,9954.1
ORD-10112,08-06-2023,11-06-2023,Customer_361,Consumer,East,Kolkata,Furniture,Tables,Tables Model 33,74827.91,3,0.05,7112.53
ORD-10113,27-12-2023,28-12-2023,Customer_294,Corporate,West,Ahmedabad,Furniture,Tables,Tables Model 46,2364.78,2,0.1,222.15
ORD-10114,05-05-2024,08-05-2024,Customer_186,Consumer,North,Lucknow,Furniture,Tables,Tables Model 28,17601.38,10,0.15,1901.06
ORD-10115,05-08-2022,07-08-2022,Customer_399,Consumer,West,Ahmedabad,Technology,Accessories,Accessories Model 5,8325.39,5,0.1,44.9
ORD-10116,11-11-2024,12-11-2024,Customer_132,Consumer,South,Chennai,Technology,Accessories,Accessories Model 12,95843.22,3,0.05,2463.28
ORD-10117,10-11-2022,11-11-2022,Customer_290,Home Office,South,Hyderabad,Technology,Laptops,Laptops Model 41,75567.36,10,0.15,5311.13
ORD-10118,24-10-2023,27-10-2023,Customer_181,Home Office,South,Chennai,Furniture,Tables,Tables Model 5,44499.7,5,0.1,4354.52
ORD-10119,28-09-2023,02-10-2023,Customer_260,Corporate,West,Mumbai,Furniture,Tables,Tables Model 30,83253.81,2,0,16963.14
ORD-10120,26-03-2022,30-03-2022,Customer_176,Home Office,South,Chennai,Office Supplies,Storage,Storage Model 6,50386.05,1,0.15,-3734.84
ORD-10121,30-10-2024,01-11-2024,Customer_187,Corporate,North,Delhi,Office Supplies,Storage,Storage Model 19,99103.11,9,0.2,242.94
ORD-10122,04-03-2024,08-03-2024,Customer_286,Home Office,East,Bhubaneswar,Office Supplies,Binders,Binders Model 25,79028.08,6,0,10465.11
ORD-10123,05-08-2023,08-08-2023,Customer_358,Home Office,South,Chennai,Furniture,Bookcases,Bookcases Model 26,66529.4,6,0.1,12768.6
ORD-10124,22-09-2022,27-09-2022,Customer_379,Home Office,North,Lucknow,Office Supplies,Storage,Storage Model 34,64527.58,6,0.05,10810.25
ORD-10125,11-07-2022,15-07-2022,Customer_249,Consumer,East,Kolkata,Technology,Laptops,Laptops Model 15,18436.16,4,0.1,3446.03
ORD-10126,09-10-2022,11-10-2022,Customer_393,Home Office,North,Lucknow,Furniture,Bookcases,Bookcases Model 9,77202.03,9,0,16635.67
ORD-10127,11-02-2024,13-02-2024,Customer_187,Home Office,South,Bangalore,Office Supplies,Paper,Paper Model 47,80999.85,3,0.15,-7215.21
ORD-10128,02-05-2023,06-05-2023,Customer_100,Corporate,East,Bhubaneswar,Technology,Phones,Phones Model 44,53634.11,5,0.15,6757.55
ORD-10129,21-06-2024,25-06-2024,Customer_71,Corporate,East,Patna,Office Supplies,Paper,Paper Model 4,42156.75,3,0.05,8444.62
ORD-10130,11-09-2024,14-09-2024,Customer_263,Consumer,North,Chandigarh,Office Supplies,Binders,Binders Model 28,28863.77,3,0.1,1799.07
ORD-10131,07-07-2022,09-07-2022,Customer_42,Corporate,West,Pune,Furniture,Tables,Tables Model 15,5799.06,9,0.1,51.87
ORD-10132,27-02-2022,02-03-2022,Customer_242,Home Office,North,Chandigarh,Office Supplies,Storage,Storage Model 9,79242.37,3,0,9645.37
ORD-10133,18-08-2024,22-08-2024,Customer_312,Home Office,North,Delhi,Furniture,Tables,Tables Model 28,21957.65,3,0.2,1867.64
ORD-10134,16-08-2022,19-08-2022,Customer_256,Home Office,South,Chennai,Furniture,Chairs,Chairs Model 35,24224.73,10,0.15,-2042.1
ORD-10135,03-02-2022,08-02-2022,Customer_214,Consumer,South,Hyderabad,Furniture,Tables,Tables Model 43,43209.27,10,0.1,438.19
ORD-10136,25-06-2022,30-06-2022,Customer_241,Consumer,East,Kolkata,Office Supplies,Paper,Paper Model 41,50979.11,9,0.2,-7387.71
ORD-10137,03-03-2024,06-03-2024,Customer_322,Consumer,East,Bhubaneswar,Furniture,Tables,Tables Model 50,78957.74,6,0.05,14467.84
ORD-10138,12-11-2023,14-11-2023,Customer_246,Home Office,North,Lucknow,Office Supplies,Storage,Storage Model 12,81444.13,3,0.15,11826.08
ORD-10139,04-10-2022,05-10-2022,Customer_159,Home Office,West,Mumbai,Technology,Phones,Phones Model 26,4858.72,4,0,626.28
ORD-10140,27-08-2024,30-08-2024,Customer_189,Corporate,North,Chandigarh,Furniture,Tables,Tables Model 26,36018.93,1,0.1,659.3
ORD-10141,19-06-2024,23-06-2024,Customer_373,Corporate,East,Kolkata,Technology,Accessories,Accessories Model 6,50003.58,9,0.1,7514.89
ORD-10142,31-05-2024,05-06-2024,Customer_309,Home Office,South,Hyderabad,Technology,Laptops,Laptops Model 28,10708.49,6,0.1,285.1
ORD-10143,08-12-2022,12-12-2022,Customer_141,Home Office,East,Patna,Furniture,Bookcases,Bookcases Model 4,87068.7,6,0.2,8666.61
ORD-10144,03-06-2022,07-06-2022,Customer_348,Corporate,East,Bhubaneswar,Office Supplies,Paper,Paper Model 3,16418.68,1,0.05,3483.51
ORD-10145,16-09-2022,17-09-2022,Customer_348,Corporate,South,Hyderabad,Technology,Laptops,Laptops Model 24,38594.01,10,0,7767.96
ORD-10146,01-02-2024,05-02-2024,Customer_59,Consumer,North,Chandigarh,Furniture,Bookcases,Bookcases Model 48,37011.52,6,0.1,459.05
ORD-10147,17-01-2023,21-01-2023,Customer_147,Home Office,West,Ahmedabad,Furniture,Tables,Tables Model 32,77608.97,8,0.05,19331.72
ORD-10148,14-02-2023,15-02-2023,Customer_164,Home Office,South,Bangalore,Technology,Phones,Phones Model 23,89918.56,8,0,22715.97
ORD-10149,13-05-2022,18-05-2022,Customer_63,Consumer,East,Patna,Furniture,Bookcases,Bookcases Model 9,71101.6,3,0.1,5488.26
ORD-10150,30-04-2023,04-05-2023,Customer_45,Consumer,North,Lucknow,Office Supplies,Paper,Paper Model 20,37206.66,9,0.05,5692.14
ORD-10151,26-03-2024,30-03-2024,Customer_349,Home Office,West,Pune,Office Supplies,Binders,Binders Model 23,12970.01,6,0,2107.54
ORD-10152,20-09-2022,25-09-2022,Customer_156,Consumer,South,Bangalore,Technology,Accessories,Accessories Model 11,91115.87,1,0,16357.63
ORD-10153,23-10-2023,25-10-2023,Customer_156,Home Office,East,Bhubaneswar,Technology,Phones,Phones Model 35,25435.23,9,0.1,-475.83
ORD-10154,11-07-2022,16-07-2022,Customer_289,Consumer,South,Hyderabad,Office Supplies,Binders,Binders Model 2,17534.46,10,0.2,-1150.17
ORD-10155,16-06-2022,17-06-2022,Customer_280,Corporate,East,Bhubaneswar,Furniture,Bookcases,Bookcases Model 42,41950.38,1,0.15,5128.4
ORD-10156,11-09-2023,15-09-2023,Customer_248,Corporate,South,Hyderabad,Technology,Laptops,Laptops Model 14,45627.64,1,0.05,5014.54
ORD-10157,28-11-2023,03-12-2023,Customer_190,Home Office,South,Chennai,Office Supplies,Storage,Storage Model 36,73552.88,6,0.15,-4950.73
ORD-10158,06-08-2022,09-08-2022,Customer_197,Home Office,South,Chennai,Furniture,Tables,Tables Model 27,45234.8,3,0,2834.02
ORD-10159,24-05-2023,26-05-2023,Customer_240,Corporate,East,Bhubaneswar,Office Supplies,Storage,Storage Model 20,19388.49,3,0.15,2888.74
ORD-10160,15-10-2024,16-10-2024,Customer_26,Corporate,North,Lucknow,Office Supplies,Storage,Storage Model 32,96685.32,4,0.2,-5972.85
ORD-10161,21-08-2024,24-08-2024,Customer_206,Consumer,North,Delhi,Technology,Phones,Phones Model 37,88304.35,6,0.15,-751.97
ORD-10162,03-02-2023,06-02-2023,Customer_320,Home Office,East,Kolkata,Technology,Accessories,Accessories Model 40,45310.26,9,0.1,7083.25
ORD-10163,01-09-2022,03-09-2022,Customer_261,Corporate,North,Lucknow,Technology,Laptops,Laptops Model 33,56004.27,6,0.05,2787.02
ORD-10164,24-03-2022,25-03-2022,Customer_264,Consumer,North,Delhi,Office Supplies,Storage,Storage Model 21,80494.6,9,0.15,-5052.23
ORD-10165,15-10-2023,17-10-2023,Customer_363,Home Office,West,Ahmedabad,Office Supplies,Storage,Storage Model 20,59575.6,9,0.2,-1007.72
ORD-10166,30-08-2024,31-08-2024,Customer_372,Home Office,East,Patna,Office Supplies,Binders,Binders Model 41,97999.85,10,0.1,14620.47
ORD-10167,24-02-2022,01-03-2022,Customer_269,Home Office,West,Pune,Office Supplies,Paper,Paper Model 47,57974.62,1,0.2,-1732.73
ORD-10168,18-02-2024,20-02-2024,Customer_78,Corporate,South,Bangalore,Office Supplies,Paper,Paper Model 45,11434.6,1,0.15,-246.72
ORD-10169,22-02-2023,26-02-2023,Customer_340,Corporate,West,Ahmedabad,Office Supplies,Binders,Binders Model 34,70724.64,9,0.05,9917.13
ORD-10170,11-02-2024,14-02-2024,Customer_127,Corporate,South,Chennai,Office Supplies,Storage,Storage Model 36,54854.19,5,0.2,-1588.3
ORD-10171,04-09-2023,06-09-2023,Customer_287,Home Office,East,Patna,Office Supplies,Binders,Binders Model 18,69178.87,8,0.1,4839.12
ORD-10172,13-08-2023,14-08-2023,Customer_227,Home Office,West,Pune,Technology,Phones,Phones Model 17,29400.04,5,0,4015.78
ORD-10173,08-09-2024,10-09-2024,Customer_301,Consumer,South,Hyderabad,Technology,Accessories,Accessories Model 16,69769.04,3,0,14227.25
ORD-10174,14-04-2022,19-04-2022,Customer_395,Consumer,South,Hyderabad,Furniture,Chairs,Chairs Model 1,10469.7,6,0.15,-783.8
ORD-10175,20-11-2022,24-11-2022,Customer_31,Consumer,West,Pune,Office Supplies,Binders,Binders Model 42,75713.15,5,0.1,1616.77
ORD-10176,21-04-2023,26-04-2023,Customer_96,Home Office,North,Delhi,Technology,Phones,Phones Model 19,93425.3,1,0.15,9061.33
ORD-10177,18-03-2022,19-03-2022,Customer_329,Home Office,East,Bhubaneswar,Office Supplies,Binders,Binders Model 34,92881.26,6,0.1,5906.07
ORD-10178,08-10-2024,10-10-2024,Customer_8,Home Office,West,Pune,Furniture,Chairs,Chairs Model 22,33403.07,8,0.1,4330.69
ORD-10179,28-08-2023,02-09-2023,Customer_206,Home Office,South,Bangalore,Office Supplies,Paper,Paper Model 7,89755.75,7,0.2,-6105.04
ORD-10180,14-01-2023,16-01-2023,Customer_169,Corporate,West,Pune,Furniture,Chairs,Chairs Model 38,26448.14,4,0.15,2339.05
ORD-10181,24-01-2022,27-01-2022,Customer_352,Home Office,East,Bhubaneswar,Furniture,Chairs,Chairs Model 46,66944.72,8,0.1,-674.19
ORD-10182,29-09-2023,30-09-2023,Customer_383,Home Office,East,Patna,Office Supplies,Binders,Binders Model 24,22303.3,3,0.15,-1376.19
ORD-10183,01-05-2024,06-05-2024,Customer_271,Home Office,West,Ahmedabad,Office Supplies,Binders,Binders Model 24,76305.03,10,0,13839.95
ORD-10184,09-06-2022,14-06-2022,Customer_267,Corporate,North,Delhi,Office Supplies,Paper,Paper Model 8,20614.6,9,0.05,847.97
ORD-10185,25-02-2023,02-03-2023,Customer_234,Home Office,West,Mumbai,Office Supplies,Storage,Storage Model 4,80964.86,8,0.05,10388.76
